time difference
3.75000e+00 -3.87813e+00
3.79167e+00 -1.74398e+01
3.83333e+00 1.46494e+01
3.87500e+00 9.29333e+00
3.91667e+00 5.15508e+00
3.95833e+00 3.79537e+00
4.00000e+00 -1.54889e+01
4.04167e+00 -1.81492e+01
4.08333e+00 1.53352e+01
4.12500e+00 -1.39873e+01
4.16667e+00 -1.75225e+01
4.20833e+00 8.22921e+00
4.25000e+00 1.07240e+01
4.29167e+00 -4.57572e+00
4.33333e+00 1.18236e+01
4.37500e+00 7.80356e-01
4.41667e+00 -6.76309e+00
4.45833e+00 -5.94726e+00
4.50000e+00 -2.57163e+01
4.54167e+00 9.96728e+00
4.58333e+00 -7.85086e+00
4.62500e+00 1.28641e+01
4.66667e+00 3.16872e+00
4.70833e+00 -8.21739e+00
4.75000e+00 7.02321e+00
4.79167e+00 7.37791e+00
4.83333e+00 -4.07913e+00
4.87500e+00 -3.33425e+00
4.91667e+00 -1.55007e+01
4.95833e+00 5.73444e+00
5.00000e+00 5.60438e+00
5.04167e+00 1.32661e+01
5.08333e+00 -2.07149e+01
5.12500e+00 -1.64348e+01
5.16667e+00 1.01683e+00
5.20833e+00 1.39045e+01
5.25000e+00 -1.52997e+01
5.29167e+00 -9.15145e+00
5.33333e+00 -1.43065e+00
5.37500e+00 6.76309e+00
5.41667e+00 1.72151e+01
5.45833e+00 -1.14098e+01
5.50000e+00 2.79036e+00
5.54167e+00 1.61037e+01
5.58333e+00 5.23784e+00
5.62500e+00 -3.21601e+00
