time displacement-al displacement-ftsm temperature
0.00000e+00 -1.42752e-02 -1.06156e+00 1.04686e+01
1.50000e-02 5.77759e-03 -8.65939e-01 1.04852e+01
3.00000e-02 -5.72675e-03 -6.65614e-01 1.05023e+01
4.50000e-02 -1.84862e-03 -4.63895e-01 1.05197e+01
6.00000e-02 -2.61715e-03 -2.58840e-01 1.05375e+01
7.50000e-02 9.23008e-03 -5.24393e-02 1.05558e+01
9.00000e-02 -6.19969e-03 1.53823e-01 1.05744e+01
1.05000e-01 -9.07282e-03 3.60013e-01 1.05935e+01
1.20000e-01 9.90402e-03 5.65362e-01 1.06129e+01
1.35000e-01 6.65254e-03 7.68644e-01 1.06327e+01
1.50000e-01 9.92767e-03 9.70677e-01 1.06529e+01
1.65000e-01 5.28100e-03 1.16969e+00 1.06734e+01
1.80000e-01 4.70165e-03 1.36538e+00 1.06944e+01
1.95000e-01 2.26617e-02 1.55715e+00 1.07157e+01
2.10000e-01 4.68805e-04 1.74354e+00 1.07373e+01
2.25000e-01 1.08381e-02 1.92414e+00 1.07593e+01
2.40000e-01 -1.37431e-02 2.09899e+00 1.07816e+01
2.55000e-01 1.58158e-02 2.26690e+00 1.08043e+01
2.70000e-01 3.48399e-02 2.42735e+00 1.08273e+01
2.85000e-01 8.55613e-03 2.58038e+00 1.08506e+01
3.00000e-01 -1.16031e-02 2.72467e+00 1.08742e+01
3.15000e-01 1.42551e-02 2.85976e+00 1.08982e+01
3.30000e-01 9.73849e-03 2.98506e+00 1.09224e+01
3.45000e-01 9.50202e-03 3.10106e+00 1.09470e+01
3.60000e-01 1.28836e-02 3.20638e+00 1.09719e+01
3.75000e-01 1.06726e-02 3.30089e+00 1.09970e+01
3.90000e-01 9.77396e-03 3.38425e+00 1.10224e+01
4.05000e-01 9.01725e-03 3.45660e+00 1.10481e+01
4.20000e-01 2.30873e-02 3.51717e+00 1.10741e+01
4.35000e-01 2.87863e-02 3.56566e+00 1.11003e+01
4.50000e-01 2.61733e-02 3.60275e+00 1.11268e+01
4.65000e-01 3.38349e-02 3.62708e+00 1.11536e+01
4.80000e-01 2.48136e-02 3.63991e+00 1.11806e+01
4.95000e-01 2.77694e-02 3.64027e+00 1.12078e+01
5.10000e-01 1.97885e-02 3.62885e+00 1.12353e+01
5.25000e-01 2.54638e-02 3.60714e+00 1.12630e+01
5.40000e-01 9.36014e-03 3.57496e+00 1.12909e+01
5.55000e-01 1.76012e-02 3.53209e+00 1.13191e+01
5.70000e-01 4.41451e-02 3.47820e+00 1.13474e+01
5.85000e-01 1.83579e-02 3.41348e+00 1.13760e+01
6.00000e-01 2.56767e-02 3.33812e+00 1.14048e+01
6.15000e-01 4.62379e-02 3.25139e+00 1.14337e+01
6.30000e-01 3.66253e-02 3.15415e+00 1.14629e+01
6.45000e-01 4.10946e-02 3.04633e+00 1.14922e+01
6.60000e-01 4.09173e-02 2.92769e+00 1.15217e+01
6.75000e-01 4.27026e-02 2.79946e+00 1.15514e+01
6.90000e-01 1.34984e-02 2.66174e+00 1.15812e+01
7.05000e-01 2.15148e-02 2.51442e+00 1.16112e+01
7.20000e-01 4.05034e-02 2.35832e+00 1.16414e+01
7.35000e-01 3.19195e-02 2.19427e+00 1.16717e+01
7.50000e-01 4.29391e-02 2.02305e+00 1.17021e+01
7.65000e-01 4.28327e-02 1.84509e+00 1.17327e+01
7.80000e-01 5.27172e-02 1.66111e+00 1.17634e+01
7.95000e-01 3.41778e-02 1.47153e+00 1.17942e+01
8.10000e-01 4.71956e-02 1.27715e+00 1.18251e+01
8.25000e-01 5.78368e-02 1.07828e+00 1.18562e+01
8.40000e-01 6.11356e-02 8.77217e-01 1.18873e+01
8.55000e-01 5.44434e-02 6.73332e-01 1.19186e+01
8.70000e-01 5.25044e-02 4.66901e-01 1.19500e+01
8.85000e-01 5.19368e-02 2.60139e-01 1.19814e+01
9.00000e-01 4.03497e-02 5.26685e-02 1.20129e+01
9.15000e-01 4.78104e-02 -1.54530e-01 1.20445e+01
9.30000e-01 4.77749e-02 -3.60162e-01 1.20762e+01
9.45000e-01 5.96103e-02 -5.64431e-01 1.21079e+01
9.60000e-01 5.16294e-02 -7.65402e-01 1.21397e+01
9.75000e-01 6.43634e-02 -9.64183e-01 1.21715e+01
9.90000e-01 4.36840e-02 -1.15919e+00 1.22034e+01
1.00500e+00 5.82152e-02 -1.35028e+00 1.22354e+01
1.02000e+00 5.61815e-02 -1.53683e+00 1.22673e+01
1.03500e+00 5.92556e-02 -1.71652e+00 1.22993e+01
1.05000e+00 6.57113e-02 -1.89014e+00 1.23313e+01
1.06500e+00 6.35476e-02 -2.05775e+00 1.23633e+01
1.08000e+00 7.37750e-02 -2.21776e+00 1.23954e+01
1.09500e+00 6.03079e-02 -2.37065e+00 1.24274e+01
1.11000e+00 7.61870e-02 -2.51601e+00 1.24595e+01
1.12500e+00 8.19805e-02 -2.65222e+00 1.24915e+01
1.14000e+00 6.63498e-02 -2.78032e+00 1.25235e+01
1.15500e+00 7.39050e-02 -2.89967e+00 1.25555e+01
1.17000e+00 6.58532e-02 -3.00925e+00 1.25875e+01
1.18500e+00 6.91993e-02 -3.10882e+00 1.26195e+01
1.20000e+00 7.34794e-02 -3.19882e+00 1.26514e+01
1.21500e+00 9.43835e-02 -3.27943e+00 1.26832e+01
1.23000e+00 7.57850e-02 -3.34891e+00 1.27151e+01
1.24500e+00 8.02425e-02 -3.40796e+00 1.27468e+01
1.26000e+00 7.10674e-02 -3.45653e+00 1.27785e+01
1.27500e+00 9.99051e-02 -3.49376e+00 1.28102e+01
1.29000e+00 7.90956e-02 -3.52103e+00 1.28417e+01
1.30500e+00 8.12830e-02 -3.53682e+00 1.28732e+01
1.32000e+00 6.94121e-02 -3.54233e+00 1.29046e+01
1.33500e+00 9.18769e-02 -3.53664e+00 1.29359e+01
1.35000e+00 8.94058e-02 -3.52104e+00 1.29672e+01
1.36500e+00 9.02334e-02 -3.49621e+00 1.29983e+01
1.38000e+00 9.85572e-02 -3.46152e+00 1.30293e+01
1.39500e+00 1.20987e-01 -3.41713e+00 1.30602e+01
1.41000e+00 1.01017e-01 -3.36270e+00 1.30910e+01
1.42500e+00 9.26691e-02 -3.29864e+00 1.31216e+01
1.44000e+00 9.16759e-02 -3.22466e+00 1.31521e+01
1.45500e+00 1.15973e-01 -3.14066e+00 1.31825e+01
1.47000e+00 1.00106e-01 -3.04695e+00 1.32128e+01
1.48500e+00 1.04185e-01 -2.94314e+00 1.32428e+01
1.50000e+00 1.03925e-01 -2.83019e+00 1.32728e+01
1.51500e+00 9.56131e-02 -2.70787e+00 1.33026e+01
1.53000e+00 1.09411e-01 -2.57632e+00 1.33322e+01
1.54500e+00 1.09529e-01 -2.43551e+00 1.33616e+01
1.56000e+00 1.20431e-01 -2.28764e+00 1.33908e+01
1.57500e+00 1.08229e-01 -2.13156e+00 1.34199e+01
1.59000e+00 7.25926e-02 -1.96790e+00 1.34488e+01
1.60500e+00 1.07969e-01 -1.79756e+00 1.34775e+01
1.62000e+00 1.24640e-01 -1.62124e+00 1.35060e+01
1.63500e+00 1.03606e-01 -1.43818e+00 1.35342e+01
1.65000e+00 1.47649e-01 -1.25076e+00 1.35623e+01
1.66500e+00 1.28447e-01 -1.05747e+00 1.35901e+01
1.68000e+00 1.23044e-01 -8.61046e-01 1.36177e+01
1.69500e+00 1.32869e-01 -6.61921e-01 1.36451e+01
1.71000e+00 1.32893e-01 -4.59341e-01 1.36723e+01
1.72500e+00 1.33520e-01 -2.54743e-01 1.36992e+01
1.74000e+00 1.01017e-01 -4.82939e-02 1.37258e+01
1.75500e+00 1.32692e-01 1.58005e-01 1.37522e+01
1.77000e+00 1.42896e-01 3.63465e-01 1.37783e+01
1.78500e+00 1.29760e-01 5.69067e-01 1.38042e+01
1.80000e+00 1.32597e-01 7.72721e-01 1.38298e+01
1.81500e+00 1.42576e-01 9.74282e-01 1.38551e+01
1.83000e+00 1.36452e-01 1.17353e+00 1.38802e+01
1.84500e+00 1.35660e-01 1.36895e+00 1.39049e+01
1.86000e+00 1.43357e-01 1.56057e+00 1.39294e+01
1.87500e+00 1.47992e-01 1.74706e+00 1.39537e+01
1.89000e+00 1.39479e-01 1.92760e+00 1.39777e+01
1.90500e+00 1.75919e-01 2.10245e+00 1.40014e+01
1.92000e+00 1.47377e-01 2.27010e+00 1.40249e+01
1.93500e+00 1.28873e-01 2.43070e+00 1.40481e+01
1.95000e+00 1.37894e-01 2.58327e+00 1.40710e+01
1.96500e+00 1.74134e-01 2.72713e+00 1.40938e+01
1.98000e+00 1.44929e-01 2.86222e+00 1.41162e+01
1.99500e+00 1.65762e-01 2.98754e+00 1.41385e+01
2.01000e+00 1.67264e-01 3.10310e+00 1.41605e+01
2.02500e+00 1.72277e-01 3.20800e+00 1.41822e+01
2.04000e+00 1.62038e-01 3.30253e+00 1.42038e+01
2.05500e+00 1.62795e-01 3.38553e+00 1.42250e+01
2.07000e+00 1.74003e-01 3.45782e+00 1.42461e+01
2.08500e+00 1.78780e-01 3.51808e+00 1.42669e+01
2.10000e+00 1.50392e-01 3.56648e+00 1.42876e+01
2.11500e+00 1.84940e-01 3.60303e+00 1.43080e+01
2.13000e+00 1.71934e-01 3.62740e+00 1.43281e+01
2.14500e+00 1.92909e-01 3.63964e+00 1.43481e+01
2.16000e+00 1.83486e-01 3.63999e+00 1.43679e+01
2.17500e+00 1.70267e-01 3.62857e+00 1.43874e+01
2.19000e+00 1.85330e-01 3.60700e+00 1.44067e+01
2.20500e+00 1.52827e-01 3.57416e+00 1.44259e+01
2.22000e+00 1.94541e-01 3.53088e+00 1.44448e+01
2.23500e+00 1.72774e-01 3.47740e+00 1.44635e+01
2.25000e+00 1.71591e-01 3.41231e+00 1.44821e+01
2.26500e+00 2.25389e-01 3.33671e+00 1.45004e+01
2.28000e+00 1.91644e-01 3.24986e+00 1.45186e+01
2.29500e+00 2.09805e-01 3.15247e+00 1.45365e+01
2.31000e+00 2.09119e-01 3.04413e+00 1.45543e+01
2.32500e+00 1.91762e-01 2.92578e+00 1.45719e+01
2.34000e+00 2.26110e-01 2.79710e+00 1.45893e+01
2.35500e+00 2.33003e-01 2.65899e+00 1.46066e+01
2.37000e+00 2.18578e-01 2.51171e+00 1.46236e+01
2.38500e+00 1.74134e-01 2.35542e+00 1.46405e+01
2.40000e+00 1.97828e-01 2.19155e+00 1.46573e+01
2.41500e+00 2.27292e-01 2.02005e+00 1.46738e+01
2.43000e+00 1.98667e-01 1.84180e+00 1.46902e+01
2.44500e+00 2.11744e-01 1.65768e+00 1.47065e+01
2.46000e+00 2.18389e-01 1.46816e+00 1.47225e+01
2.47500e+00 2.27576e-01 1.27398e+00 1.47385e+01
2.49000e+00 2.15942e-01 1.07492e+00 1.47542e+01
2.50500e+00 2.29740e-01 8.73617e-01 1.47699e+01
2.52000e+00 2.41634e-01 6.69732e-01 1.47853e+01
2.53500e+00 2.49012e-01 4.63634e-01 1.48007e+01
2.55000e+00 2.44200e-01 2.56226e-01 1.48159e+01
2.56500e+00 2.29704e-01 4.90230e-02 1.48309e+01
2.58000e+00 2.47617e-01 -1.58386e-01 1.48458e+01
2.59500e+00 2.19572e-01 -3.64435e-01 1.48606e+01
2.61000e+00 2.58282e-01 -5.68068e-01 1.48753e+01
2.62500e+00 2.62869e-01 -7.69763e-01 1.48898e+01
2.64000e+00 2.45087e-01 -9.67841e-01 1.49042e+01
2.65500e+00 2.55314e-01 -1.16306e+00 1.49185e+01
2.67000e+00 2.71146e-01 -1.35409e+00 1.49327e+01
2.68500e+00 2.53623e-01 -1.53937e+00 1.49467e+01
2.70000e+00 2.45974e-01 -1.71911e+00 1.49606e+01
2.71500e+00 2.59512e-01 -1.89296e+00 1.49744e+01
2.73000e+00 2.50053e-01 -2.06011e+00 1.49882e+01
2.74500e+00 2.72116e-01 -2.22045e+00 1.50018e+01
2.76000e+00 2.95231e-01 -2.37304e+00 1.50153e+01
2.77500e+00 2.74043e-01 -2.51826e+00 1.50287e+01
2.79000e+00 2.97997e-01 -2.65483e+00 1.50420e+01
2.80500e+00 2.93835e-01 -2.78291e+00 1.50552e+01
2.82000e+00 2.94876e-01 -2.90139e+00 1.50683e+01
2.83500e+00 2.78985e-01 -3.01058e+00 1.50813e+01
2.85000e+00 2.72423e-01 -3.11028e+00 1.50942e+01
2.86500e+00 2.94048e-01 -3.20079e+00 1.51071e+01
2.88000e+00 2.85914e-01 -3.28042e+00 1.51199e+01
2.89500e+00 2.72387e-01 -3.34968e+00 1.51326e+01
2.91000e+00 3.13628e-01 -3.40865e+00 1.51452e+01
2.92500e+00 3.16868e-01 -3.45660e+00 1.51577e+01
2.94000e+00 2.89614e-01 -3.49409e+00 1.51702e+01
2.95500e+00 3.21290e-01 -3.52128e+00 1.51826e+01
2.97000e+00 3.44192e-01 -3.53665e+00 1.51949e+01
2.98500e+00 3.04063e-01 -3.54224e+00 1.52072e+01
3.00000e+00 3.55046e-01 -3.53662e+00 1.52194e+01
3.01500e+00 3.23134e-01 -3.52111e+00 1.52316e+01
3.03000e+00 2.85039e-01 -3.49608e+00 1.52437e+01
3.04500e+00 3.16241e-01 -3.46104e+00 1.52557e+01
3.06000e+00 3.52634e-01 -3.41649e+00 1.52677e+01
3.07500e+00 3.26752e-01 -3.36204e+00 1.52797e+01
3.09000e+00 3.38670e-01 -3.29758e+00 1.52916e+01
3.10500e+00 3.55046e-01 -3.22334e+00 1.53035e+01
3.12000e+00 3.49087e-01 -3.13925e+00 1.53153e+01
3.13500e+00 3.49205e-01 -3.04526e+00 1.53271e+01
3.15000e+00 3.42111e-01 -2.94120e+00 1.53389e+01
3.16500e+00 3.48366e-01 -2.82813e+00 1.53506e+01
3.18000e+00 3.56536e-01 -2.70533e+00 1.53623e+01
3.19500e+00 3.38670e-01 -2.57404e+00 1.53740e+01
3.21000e+00 3.51357e-01 -2.43349e+00 1.53857e+01
3.22500e+00 3.71658e-01 -2.28445e+00 1.53973e+01
3.24000e+00 3.75205e-01 -2.12788e+00 1.54090e+01
3.25500e+00 3.65605e-01 -1.96418e+00 1.54206e+01
3.27000e+00 3.69069e-01 -1.79397e+00 1.54322e+01
3.28500e+00 3.79497e-01 -1.61756e+00 1.54438e+01
3.30000e+00 3.73964e-01 -1.43479e+00 1.54554e+01
3.31500e+00 3.77866e-01 -1.24648e+00 1.54670e+01
3.33000e+00 3.75844e-01 -1.05438e+00 1.54786e+01
3.34500e+00 3.77464e-01 -8.57730e-01 1.54902e+01
3.36000e+00 3.97079e-01 -6.58426e-01 1.55017e+01
3.37500e+00 3.98959e-01 -4.55282e-01 1.55134e+01
3.39000e+00 4.23375e-01 -2.50572e-01 1.55250e+01
3.40500e+00 4.08843e-01 -4.41085e-02 1.55366e+01
3.42000e+00 3.99077e-01 1.62000e-01 1.55482e+01
3.43500e+00 4.15772e-01 3.67962e-01 1.55599e+01
3.45000e+00 4.22488e-01 5.72889e-01 1.55716e+01
3.46500e+00 4.24108e-01 7.76521e-01 1.55833e+01
3.48000e+00 4.01193e-01 9.78369e-01 1.55951e+01
3.49500e+00 4.03889e-01 1.17756e+00 1.56068e+01
3.51000e+00 4.17203e-01 1.37278e+00 1.56186e+01
3.52500e+00 4.17203e-01 1.56438e+00 1.56305e+01
3.54000e+00 4.09222e-01 1.75093e+00 1.56423e+01
3.55500e+00 4.31817e-01 1.93137e+00 1.56542e+01
3.57000e+00 4.24734e-01 2.10564e+00 1.56662e+01
3.58500e+00 4.34075e-01 2.27335e+00 1.56782e+01
3.60000e+00 4.43616e-01 2.43336e+00 1.56902e+01
3.61500e+00 4.53643e-01 2.58633e+00 1.57022e+01
3.63000e+00 4.18172e-01 2.73040e+00 1.57143e+01
3.64500e+00 4.56670e-01 2.86510e+00 1.57264e+01
3.66000e+00 4.61837e-01 2.99022e+00 1.57385e+01
3.67500e+00 4.23174e-01 3.10544e+00 1.57507e+01
3.69000e+00 4.29038e-01 3.21031e+00 1.57629e+01
3.70500e+00 4.72478e-01 3.30455e+00 1.57751e+01
3.72000e+00 4.78803e-01 3.38744e+00 1.57873e+01
3.73500e+00 4.59543e-01 3.45911e+00 1.57995e+01
3.75000e+00 4.56835e-01 3.51939e+00 1.58118e+01
3.76500e+00 4.50131e-01 3.56752e+00 1.58241e+01
3.78000e+00 4.84975e-01 3.60357e+00 1.58364e+01
3.79500e+00 4.74346e-01 3.62774e+00 1.58487e+01
3.81000e+00 4.68954e-01 3.63977e+00 1.58610e+01
3.82500e+00 4.60843e-01 3.63962e+00 1.58733e+01
3.84000e+00 4.91431e-01 3.62842e+00 1.58857e+01
3.85500e+00 5.04319e-01 3.60633e+00 1.58980e+01
3.87000e+00 5.08965e-01 3.57363e+00 1.59104e+01
3.88500e+00 4.76380e-01 3.53049e+00 1.59228e+01
3.90000e+00 4.97662e-01 3.47635e+00 1.59351e+01
3.91500e+00 5.05631e-01 3.41086e+00 1.59475e+01
3.93000e+00 4.91537e-01 3.33522e+00 1.59599e+01
3.94500e+00 4.96562e-01 3.24828e+00 1.59723e+01
3.96000e+00 4.94647e-01 3.15048e+00 1.59846e+01
3.97500e+00 4.90308e-01 3.04195e+00 1.59970e+01
3.99000e+00 5.07724e-01 2.92332e+00 1.60094e+01
4.00500e+00 5.33263e-01 2.79459e+00 1.60217e+01
4.02000e+00 5.28533e-01 2.65654e+00 1.60341e+01
4.03500e+00 5.21960e-01 2.50883e+00 1.60465e+01
4.05000e+00 5.31489e-01 2.35258e+00 1.60588e+01
4.06500e+00 5.18814e-01 2.18822e+00 1.60711e+01
4.08000e+00 5.37969e-01 2.01654e+00 1.60834e+01
4.09500e+00 5.25022e-01 1.83847e+00 1.60957e+01
4.11000e+00 5.39139e-01 1.65427e+00 1.61080e+01
4.12500e+00 5.18129e-01 1.46463e+00 1.61203e+01
4.14000e+00 5.54664e-01 1.27036e+00 1.61326e+01
4.15500e+00 5.39470e-01 1.07094e+00 1.61448e+01
4.17000e+00 5.38997e-01 8.69740e-01 1.61570e+01
4.18500e+00 5.41480e-01 6.65617e-01 1.61692e+01
4.20000e+00 5.62172e-01 4.59511e-01 1.61814e+01
4.21500e+00 5.72659e-01 2.53100e-01 1.61935e+01
4.23000e+00 5.72411e-01 4.58918e-02 1.62057e+01
4.24500e+00 5.56626e-01 -1.61411e-01 1.62178e+01
4.26000e+00 5.39955e-01 -3.67471e-01 1.62298e+01
4.27500e+00 5.40960e-01 -5.71847e-01 1.62419e+01
4.29000e+00 5.73534e-01 -7.74037e-01 1.62539e+01
4.30500e+00 5.68213e-01 -9.71578e-01 1.62658e+01
4.32000e+00 5.67480e-01 -1.16629e+00 1.62778e+01
4.33500e+00 5.69408e-01 -1.35671e+00 1.62897e+01
4.35000e+00 6.12363e-01 -1.54204e+00 1.63016e+01
4.36500e+00 5.66712e-01 -1.72228e+00 1.63134e+01
4.38000e+00 5.79197e-01 -1.89556e+00 1.63252e+01
4.39500e+00 5.73073e-01 -2.06316e+00 1.63369e+01
4.41000e+00 5.67350e-01 -2.22313e+00 1.63486e+01
4.42500e+00 5.61450e-01 -2.37565e+00 1.63603e+01
4.44000e+00 5.93398e-01 -2.52066e+00 1.63719e+01
4.45500e+00 5.99156e-01 -2.65707e+00 1.63835e+01
4.47000e+00 5.88846e-01 -2.78459e+00 1.63950e+01
4.48500e+00 6.09478e-01 -2.90284e+00 1.64064e+01
4.50000e+00 6.15366e-01 -3.01285e+00 1.64179e+01
4.51500e+00 6.14574e-01 -3.11254e+00 1.64292e+01
4.53000e+00 6.06486e-01 -3.20245e+00 1.64405e+01
4.54500e+00 6.07621e-01 -3.28243e+00 1.64518e+01
4.56000e+00 6.08000e-01 -3.35069e+00 1.64630e+01
4.57500e+00 6.07243e-01 -3.40940e+00 1.64741e+01
4.59000e+00 6.03412e-01 -3.45734e+00 1.64852e+01
4.60500e+00 6.26350e-01 -3.49462e+00 1.64963e+01
4.62000e+00 6.35892e-01 -3.52122e+00 1.65072e+01
4.63500e+00 6.32486e-01 -3.53697e+00 1.65181e+01
4.65000e+00 6.31517e-01 -3.54130e+00 1.65289e+01
4.66500e+00 6.22105e-01 -3.53542e+00 1.65397e+01
4.68000e+00 6.30583e-01 -3.51964e+00 1.65504e+01
4.69500e+00 6.42927e-01 -3.49442e+00 1.65610e+01
4.71000e+00 6.37251e-01 -3.45946e+00 1.65716e+01
4.72500e+00 6.43033e-01 -3.41461e+00 1.65821e+01
4.74000e+00 6.35738e-01 -3.36019e+00 1.65925e+01
4.75500e+00 6.46923e-01 -3.29558e+00 1.66028e+01
4.77000e+00 6.35430e-01 -3.22105e+00 1.66131e+01
4.78500e+00 6.26835e-01 -3.13711e+00 1.66233e+01
4.80000e+00 6.72828e-01 -3.04290e+00 1.66334e+01
4.81500e+00 6.53816e-01 -2.93887e+00 1.66434e+01
4.83000e+00 6.50316e-01 -2.82520e+00 1.66534e+01
4.84500e+00 6.50080e-01 -2.70274e+00 1.66632e+01
4.86000e+00 6.36282e-01 -2.57061e+00 1.66730e+01
4.87500e+00 6.54561e-01 -2.43001e+00 1.66827e+01
4.89000e+00 6.48294e-01 -2.28169e+00 1.66923e+01
4.90500e+00 6.87691e-01 -2.12480e+00 1.67018e+01
4.92000e+00 6.57848e-01 -1.96087e+00 1.67113e+01
4.93500e+00 6.61785e-01 -1.79016e+00 1.67206e+01
4.95000e+00 6.82311e-01 -1.61404e+00 1.67298e+01
4.96500e+00 6.68489e-01 -1.43129e+00 1.67390e+01
4.98000e+00 7.01252e-01 -1.24284e+00 1.67480e+01
4.99500e+00 6.86390e-01 -1.05006e+00 1.67570e+01
5.01000e+00 6.70393e-01 -8.53745e-01 1.67658e+01
5.02500e+00 6.59657e-01 -6.53567e-01 1.67746e+01
5.04000e+00 6.85480e-01 -4.51274e-01 1.67833e+01
5.05500e+00 6.91923e-01 -2.46932e-01 1.67918e+01
5.07000e+00 6.74200e-01 -4.05650e-02 1.68003e+01
5.08500e+00 6.91238e-01 1.65731e-01 1.68086e+01
5.10000e+00 6.77404e-01 3.71756e-01 1.68169e+01
5.11500e+00 7.22014e-01 5.77021e-01 1.68250e+01
5.13000e+00 6.93874e-01 7.80785e-01 1.68330e+01
5.14500e+00 7.07933e-01 9.81865e-01 1.68409e+01
5.16000e+00 7.27737e-01 1.18125e+00 1.68487e+01
5.17500e+00 6.75122e-01 1.37644e+00 1.68564e+01
5.19000e+00 7.10818e-01 1.56794e+00 1.68640e+01
5.20500e+00 7.16670e-01 1.75396e+00 1.68714e+01
5.22000e+00 6.97682e-01 1.93474e+00 1.68788e+01
5.23500e+00 6.88282e-01 2.10933e+00 1.68860e+01
5.25000e+00 7.02848e-01 2.27665e+00 1.68931e+01
5.26500e+00 7.12284e-01 2.43664e+00 1.69001e+01
5.28000e+00 7.40767e-01 2.58921e+00 1.69069e+01
5.29500e+00 7.46324e-01 2.73250e+00 1.69136e+01
5.31000e+00 7.22842e-01 2.86710e+00 1.69203e+01
5.32500e+00 7.13501e-01 2.99228e+00 1.69267e+01
5.34000e+00 7.20915e-01 3.10753e+00 1.69331e+01
5.35500e+00 7.45319e-01 3.21213e+00 1.69394e+01
5.37000e+00 7.09493e-01 3.30619e+00 1.69455e+01
5.38500e+00 7.24923e-01 3.38887e+00 1.69515e+01
5.40000e+00 7.46099e-01 3.46049e+00 1.69574e+01
5.41500e+00 7.60157e-01 3.52008e+00 1.69632e+01
5.43000e+00 7.43817e-01 3.56822e+00 1.69688e+01
5.44500e+00 7.41559e-01 3.60439e+00 1.69744e+01
5.46000e+00 7.44479e-01 3.62824e+00 1.69798e+01
5.47500e+00 7.40554e-01 3.64003e+00 1.69851e+01
5.49000e+00 7.39821e-01 3.63994e+00 1.69903e+01
5.50500e+00 7.47719e-01 3.62778e+00 1.69954e+01
5.52000e+00 7.52969e-01 3.60583e+00 1.70004e+01
5.53500e+00 7.56587e-01 3.57297e+00 1.70052e+01
5.55000e+00 7.66270e-01 3.52929e+00 1.70100e+01
5.56500e+00 7.59294e-01 3.47541e+00 1.70146e+01
5.58000e+00 7.57745e-01 3.40967e+00 1.70191e+01
5.59500e+00 7.75445e-01 3.33359e+00 1.70236e+01
5.61000e+00 7.61269e-01 3.24637e+00 1.70279e+01
5.62500e+00 7.62487e-01 3.14872e+00 1.70321e+01
5.64000e+00 7.55109e-01 3.03987e+00 1.70361e+01
5.65500e+00 7.71319e-01 2.92138e+00 1.70401e+01
5.67000e+00 7.64709e-01 2.79223e+00 1.70440e+01
5.68500e+00 7.67819e-01 2.65365e+00 1.70478e+01
5.70000e+00 7.76734e-01 2.50574e+00 1.70514e+01
5.71500e+00 7.71922e-01 2.34980e+00 1.70550e+01
5.73000e+00 7.60902e-01 2.18521e+00 1.70584e+01
5.74500e+00 7.88427e-01 2.01311e+00 1.70618e+01
5.76000e+00 7.84798e-01 1.83496e+00 1.70650e+01
5.77500e+00 7.91123e-01 1.65077e+00 1.70681e+01
5.79000e+00 8.06719e-01 1.46092e+00 1.70712e+01
5.80500e+00 7.82397e-01 1.26660e+00 1.70741e+01
5.82000e+00 7.91644e-01 1.06763e+00 1.70769e+01
5.83500e+00 8.10467e-01 8.65850e-01 1.70797e+01
5.85000e+00 8.13304e-01 6.61485e-01 1.70823e+01
5.86500e+00 8.13612e-01 4.55807e-01 1.70848e+01
5.88000e+00 7.97437e-01 2.49085e-01 1.70873e+01
5.89500e+00 8.31666e-01 4.16180e-02 1.70896e+01
5.91000e+00 8.20056e-01 -1.65511e-01 1.70918e+01
5.92500e+00 8.15539e-01 -3.70799e-01 1.70940e+01
5.94000e+00 8.15835e-01 -5.75383e-01 1.70960e+01
5.95500e+00 8.07452e-01 -7.77042e-01 1.70979e+01
5.97000e+00 8.01126e-01 -9.75495e-01 1.70998e+01
5.98500e+00 8.30082e-01 -1.16953e+00 1.71015e+01
6.00000e+00 8.24016e-01 -1.36066e+00 1.71032e+01
6.01500e+00 8.23425e-01 -1.54569e+00 1.71048e+01
6.03000e+00 8.24702e-01 -1.72583e+00 1.71062e+01
6.04500e+00 8.35060e-01 -1.89966e+00 1.71076e+01
6.06000e+00 8.37578e-01 -2.06648e+00 1.71089e+01
6.07500e+00 8.21805e-01 -2.22639e+00 1.71101e+01
6.09000e+00 8.33132e-01 -2.37813e+00 1.71112e+01
6.10500e+00 8.22184e-01 -2.52304e+00 1.71122e+01
6.12000e+00 8.34729e-01 -2.65980e+00 1.71131e+01
6.13500e+00 8.47415e-01 -2.78723e+00 1.71139e+01
6.15000e+00 8.50537e-01 -2.90510e+00 1.71147e+01
6.16500e+00 8.59062e-01 -3.01501e+00 1.71153e+01
6.18000e+00 8.55715e-01 -3.11364e+00 1.71159e+01
6.19500e+00 8.67705e-01 -3.20391e+00 1.71164e+01
6.21000e+00 8.74066e-01 -3.28326e+00 1.71168e+01
6.22500e+00 8.61828e-01 -3.35214e+00 1.71171e+01
6.24000e+00 8.57891e-01 -3.41042e+00 1.71173e+01
6.25500e+00 8.57690e-01 -3.45811e+00 1.71174e+01
6.27000e+00 8.72150e-01 -3.49529e+00 1.71175e+01
6.28500e+00 8.59889e-01 -3.52118e+00 1.71174e+01
6.30000e+00 8.84423e-01 -3.53692e+00 1.71173e+01
6.31500e+00 8.73049e-01 -3.54154e+00 1.71171e+01
6.33000e+00 8.87497e-01 -3.53558e+00 1.71168e+01
6.34500e+00 8.73002e-01 -3.51987e+00 1.71165e+01
6.36000e+00 8.73155e-01 -3.49427e+00 1.71160e+01
6.37500e+00 8.64217e-01 -3.45883e+00 1.71155e+01
6.39000e+00 8.88550e-01 -3.41398e+00 1.71149e+01
6.40500e+00 8.76927e-01 -3.35912e+00 1.71142e+01
6.42000e+00 8.43998e-01 -3.29454e+00 1.71135e+01
6.43500e+00 8.78180e-01 -3.22001e+00 1.71126e+01
