time displacement-al displacement-ftsm temperature
2.44200e+01 1.30753e+00 -2.55171e+00 1.31544e+01
2.44350e+01 1.29380e+00 -2.68522e+00 1.31523e+01
2.44500e+01 1.29611e+00 -2.81150e+00 1.31501e+01
2.44650e+01 1.29850e+00 -2.92799e+00 1.31480e+01
2.44800e+01 1.27993e+00 -3.03533e+00 1.31458e+01
2.44950e+01 1.30788e+00 -3.13246e+00 1.31437e+01
2.45100e+01 1.32453e+00 -3.22002e+00 1.31415e+01
2.45250e+01 1.31472e+00 -3.29667e+00 1.31394e+01
2.45400e+01 1.31918e+00 -3.36320e+00 1.31372e+01
2.45550e+01 1.29484e+00 -3.42004e+00 1.31351e+01
2.45700e+01 1.30119e+00 -3.46535e+00 1.31330e+01
2.45850e+01 1.29359e+00 -3.50043e+00 1.31308e+01
2.46000e+01 1.30541e+00 -3.52429e+00 1.31287e+01
2.46150e+01 1.29449e+00 -3.53743e+00 1.31265e+01
2.46300e+01 1.27820e+00 -3.54003e+00 1.31244e+01
2.46450e+01 1.27104e+00 -3.53191e+00 1.31222e+01
2.46600e+01 1.26740e+00 -3.51417e+00 1.31201e+01
2.46750e+01 1.32295e+00 -3.48654e+00 1.31180e+01
2.46900e+01 1.29909e+00 -3.44914e+00 1.31158e+01
2.47050e+01 1.30830e+00 -3.40224e+00 1.31137e+01
2.47200e+01 1.28757e+00 -3.34544e+00 1.31116e+01
2.47350e+01 1.31445e+00 -3.27870e+00 1.31094e+01
2.47500e+01 1.28977e+00 -3.20196e+00 1.31073e+01
2.47650e+01 1.29230e+00 -3.11564e+00 1.31052e+01
2.47800e+01 1.29030e+00 -3.01950e+00 1.31030e+01
2.47950e+01 1.28266e+00 -2.91319e+00 1.31009e+01
2.48100e+01 1.29405e+00 -2.79777e+00 1.30988e+01
2.48250e+01 1.29827e+00 -2.67253e+00 1.30966e+01
2.48400e+01 1.31274e+00 -2.53890e+00 1.30945e+01
2.48550e+01 1.33401e+00 -2.39684e+00 1.30924e+01
2.48700e+01 1.31501e+00 -2.24648e+00 1.30903e+01
2.48850e+01 1.27727e+00 -2.08751e+00 1.30881e+01
2.49000e+01 1.29183e+00 -1.92218e+00 1.30860e+01
2.49150e+01 1.29240e+00 -1.75046e+00 1.30839e+01
2.49300e+01 1.26163e+00 -1.57222e+00 1.30818e+01
2.49450e+01 1.26635e+00 -1.38812e+00 1.30797e+01
2.49600e+01 1.30016e+00 -1.19933e+00 1.30775e+01
2.49750e+01 1.30816e+00 -1.00546e+00 1.30754e+01
2.49900e+01 1.27779e+00 -8.08299e-01 1.30733e+01
2.50050e+01 1.30566e+00 -6.08182e-01 1.30712e+01
2.50200e+01 1.30885e+00 -4.04901e-01 1.30691e+01
2.50350e+01 1.27530e+00 -1.99456e-01 1.30670e+01
2.50500e+01 1.29018e+00 6.59299e-03 1.30649e+01
2.50650e+01 1.29575e+00 2.12484e-01 1.30628e+01
2.50800e+01 1.27239e+00 4.18847e-01 1.30607e+01
2.50950e+01 1.28829e+00 6.23375e-01 1.30586e+01
2.51100e+01 1.30956e+00 8.26915e-01 1.30565e+01
2.51250e+01 1.28835e+00 1.02785e+00 1.30544e+01
2.51400e+01 1.30366e+00 1.22629e+00 1.30523e+01
2.51550e+01 1.30960e+00 1.42070e+00 1.30502e+01
2.51700e+01 1.30023e+00 1.61132e+00 1.30481e+01
2.51850e+01 1.29475e+00 1.79603e+00 1.30460e+01
2.52000e+01 1.29488e+00 1.97505e+00 1.30439e+01
2.52150e+01 1.28412e+00 2.14785e+00 1.30418e+01
2.52300e+01 1.26603e+00 2.31392e+00 1.30397e+01
2.52450e+01 1.31318e+00 2.47175e+00 1.30376e+01
2.52600e+01 1.31043e+00 2.62239e+00 1.30355e+01
2.52750e+01 1.29535e+00 2.76426e+00 1.30334e+01
2.52900e+01 1.25421e+00 2.89677e+00 1.30314e+01
2.53050e+01 1.30216e+00 3.01941e+00 1.30293e+01
2.53200e+01 1.28975e+00 3.13210e+00 1.30272e+01
2.53350e+01 1.28366e+00 3.23424e+00 1.30251e+01
2.53500e+01 1.29184e+00 3.32584e+00 1.30231e+01
2.53650e+01 1.24997e+00 3.40605e+00 1.30210e+01
2.53800e+01 1.27473e+00 3.47512e+00 1.30189e+01
2.53950e+01 1.27370e+00 3.53206e+00 1.30168e+01
2.54100e+01 1.26647e+00 3.57727e+00 1.30148e+01
2.54250e+01 1.29646e+00 3.61079e+00 1.30127e+01
2.54400e+01 1.26687e+00 3.63156e+00 1.30107e+01
2.54550e+01 1.28900e+00 3.64077e+00 1.30086e+01
2.54700e+01 1.27859e+00 3.63806e+00 1.30065e+01
2.54850e+01 1.27643e+00 3.62399e+00 1.30045e+01
2.55000e+01 1.29231e+00 3.59943e+00 1.30024e+01
2.55150e+01 1.30317e+00 3.56415e+00 1.30004e+01
2.55300e+01 1.27784e+00 3.51804e+00 1.29983e+01
2.55450e+01 1.27971e+00 3.46149e+00 1.29963e+01
2.55600e+01 1.26118e+00 3.39354e+00 1.29942e+01
2.55750e+01 1.28762e+00 3.31532e+00 1.29922e+01
2.55900e+01 1.26855e+00 3.22516e+00 1.29901e+01
2.56050e+01 1.27037e+00 3.12548e+00 1.29881e+01
2.56200e+01 1.27046e+00 3.01416e+00 1.29861e+01
2.56350e+01 1.29618e+00 2.89309e+00 1.29840e+01
2.56500e+01 1.30008e+00 2.76216e+00 1.29820e+01
2.56650e+01 1.28602e+00 2.62163e+00 1.29800e+01
2.56800e+01 1.27194e+00 2.47211e+00 1.29779e+01
2.56950e+01 1.27350e+00 2.31362e+00 1.29759e+01
2.57100e+01 1.28702e+00 2.14784e+00 1.29739e+01
2.57250e+01 1.23107e+00 1.97409e+00 1.29719e+01
2.57400e+01 1.28044e+00 1.79482e+00 1.29699e+01
2.57550e+01 1.27344e+00 1.60924e+00 1.29678e+01
2.57700e+01 1.25911e+00 1.41863e+00 1.29658e+01
2.57850e+01 1.30749e+00 1.22309e+00 1.29638e+01
2.58000e+01 1.29475e+00 1.02290e+00 1.29618e+01
2.58150e+01 1.29099e+00 8.21118e-01 1.29598e+01
2.58300e+01 1.28138e+00 6.16557e-01 1.29578e+01
2.58450e+01 1.26280e+00 4.09899e-01 1.29558e+01
2.58600e+01 1.29619e+00 2.03013e-01 1.29538e+01
2.58750e+01 1.27758e+00 -4.31802e-03 1.29518e+01
2.58900e+01 1.29417e+00 -2.11130e-01 1.29498e+01
2.59050e+01 1.27116e+00 -4.16568e-01 1.29478e+01
2.59200e+01 1.27996e+00 -6.20184e-01 1.29458e+01
2.59350e+01 1.27922e+00 -8.20922e-01 1.29439e+01
2.59500e+01 1.29503e+00 -1.01863e+00 1.29419e+01
2.59650e+01 1.27924e+00 -1.21277e+00 1.29399e+01
2.59800e+01 1.26094e+00 -1.40280e+00 1.29379e+01
2.59950e+01 1.28329e+00 -1.58643e+00 1.29359e+01
2.60100e+01 1.27045e+00 -1.76458e+00 1.29340e+01
2.60250e+01 1.26610e+00 -1.93617e+00 1.29320e+01
2.60400e+01 1.25944e+00 -2.10171e+00 1.29300e+01
2.60550e+01 1.25877e+00 -2.26048e+00 1.29281e+01
2.60700e+01 1.26719e+00 -2.41105e+00 1.29261e+01
2.60850e+01 1.27161e+00 -2.55433e+00 1.29241e+01
2.61000e+01 1.27610e+00 -2.68783e+00 1.29222e+01
2.61150e+01 1.26259e+00 -2.81297e+00 1.29202e+01
2.61300e+01 1.26878e+00 -2.92959e+00 1.29183e+01
2.61450e+01 1.27395e+00 -3.03603e+00 1.29163e+01
2.61600e+01 1.30333e+00 -3.13390e+00 1.29144e+01
2.61750e+01 1.28191e+00 -3.22093e+00 1.29125e+01
2.61900e+01 1.28056e+00 -3.29830e+00 1.29105e+01
2.62050e+01 1.26035e+00 -3.36467e+00 1.29086e+01
2.62200e+01 1.27734e+00 -3.42057e+00 1.29067e+01
2.62350e+01 1.26793e+00 -3.46557e+00 1.29047e+01
2.62500e+01 1.28581e+00 -3.50057e+00 1.29028e+01
2.62650e+01 1.28936e+00 -3.52451e+00 1.29009e+01
2.62800e+01 1.26055e+00 -3.53745e+00 1.28989e+01
2.62950e+01 1.25542e+00 -3.54010e+00 1.28970e+01
2.63100e+01 1.27517e+00 -3.53179e+00 1.28951e+01
2.63250e+01 1.28013e+00 -3.51378e+00 1.28932e+01
2.63400e+01 1.25531e+00 -3.48623e+00 1.28913e+01
2.63550e+01 1.27098e+00 -3.44870e+00 1.28894e+01
2.63700e+01 1.25870e+00 -3.40167e+00 1.28875e+01
2.63850e+01 1.26789e+00 -3.34438e+00 1.28856e+01
2.64000e+01 1.26724e+00 -3.27778e+00 1.28837e+01
2.64150e+01 1.25555e+00 -3.20088e+00 1.28818e+01
2.64300e+01 1.27933e+00 -3.11422e+00 1.28799e+01
2.64450e+01 1.28168e+00 -3.01762e+00 1.28780e+01
2.64600e+01 1.27209e+00 -2.91142e+00 1.28761e+01
2.64750e+01 1.27118e+00 -2.79563e+00 1.28742e+01
2.64900e+01 1.25859e+00 -2.67026e+00 1.28723e+01
2.65050e+01 1.27101e+00 -2.53677e+00 1.28704e+01
2.65200e+01 1.23759e+00 -2.39377e+00 1.28685e+01
2.65350e+01 1.28135e+00 -2.24326e+00 1.28666e+01
2.65500e+01 1.28054e+00 -2.08456e+00 1.28648e+01
2.65650e+01 1.26178e+00 -1.91937e+00 1.28629e+01
2.65800e+01 1.27701e+00 -1.74766e+00 1.28610e+01
2.65950e+01 1.29571e+00 -1.56926e+00 1.28591e+01
2.66100e+01 1.28452e+00 -1.38497e+00 1.28573e+01
2.66250e+01 1.28076e+00 -1.19515e+00 1.28554e+01
2.66400e+01 1.27082e+00 -1.00188e+00 1.28535e+01
2.66550e+01 1.27381e+00 -8.04817e-01 1.28517e+01
2.66700e+01 1.24271e+00 -6.04050e-01 1.28498e+01
2.66850e+01 1.26362e+00 -4.01386e-01 1.28479e+01
2.67000e+01 1.26248e+00 -1.95616e-01 1.28461e+01
2.67150e+01 1.26537e+00 1.03855e-02 1.28442e+01
2.67300e+01 1.25392e+00 2.16564e-01 1.28424e+01
2.67450e+01 1.24670e+00 4.22462e-01 1.28405e+01
2.67600e+01 1.26579e+00 6.26927e-01 1.28387e+01
2.67750e+01 1.27220e+00 8.30690e-01 1.28368e+01
2.67900e+01 1.27952e+00 1.03162e+00 1.28350e+01
2.68050e+01 1.26174e+00 1.23002e+00 1.28331e+01
2.68200e+01 1.25691e+00 1.42403e+00 1.28313e+01
2.68350e+01 1.22322e+00 1.61447e+00 1.28294e+01
2.68500e+01 1.25347e+00 1.79899e+00 1.28276e+01
2.68650e+01 1.24929e+00 1.97833e+00 1.28257e+01
2.68800e+01 1.26183e+00 2.15133e+00 1.28239e+01
2.68950e+01 1.26909e+00 2.31691e+00 1.28220e+01
2.69100e+01 1.21080e+00 2.47465e+00 1.28202e+01
2.69250e+01 1.23848e+00 2.62532e+00 1.28184e+01
2.69400e+01 1.26865e+00 2.76641e+00 1.28165e+01
2.69550e+01 1.26839e+00 2.89905e+00 1.28147e+01
2.69700e+01 1.27718e+00 3.02176e+00 1.28129e+01
2.69850e+01 1.25792e+00 3.13434e+00 1.28110e+01
2.70000e+01 1.26052e+00 3.23630e+00 1.28092e+01
2.70150e+01 1.24242e+00 3.32761e+00 1.28074e+01
2.70300e+01 1.26564e+00 3.40763e+00 1.28056e+01
2.70450e+01 1.27711e+00 3.47659e+00 1.28037e+01
2.70600e+01 1.25792e+00 3.53345e+00 1.28019e+01
2.70750e+01 1.26614e+00 3.57823e+00 1.28001e+01
2.70900e+01 1.23830e+00 3.61151e+00 1.27983e+01
2.71050e+01 1.25421e+00 3.63245e+00 1.27964e+01
2.71200e+01 1.22466e+00 3.64175e+00 1.27946e+01
2.71350e+01 1.25236e+00 3.63867e+00 1.27928e+01
2.71500e+01 1.26148e+00 3.62421e+00 1.27910e+01
2.71650e+01 1.24045e+00 3.59953e+00 1.27892e+01
2.71800e+01 1.24485e+00 3.56382e+00 1.27873e+01
2.71950e+01 1.25152e+00 3.51769e+00 1.27855e+01
2.72100e+01 1.23752e+00 3.46086e+00 1.27837e+01
2.72250e+01 1.25361e+00 3.39270e+00 1.27819e+01
2.72400e+01 1.28398e+00 3.31384e+00 1.27801e+01
2.72550e+01 1.25501e+00 3.22385e+00 1.27783e+01
2.72700e+01 1.25512e+00 3.12378e+00 1.27765e+01
2.72850e+01 1.26119e+00 3.01271e+00 1.27746e+01
2.73000e+01 1.24936e+00 2.89144e+00 1.27728e+01
2.73150e+01 1.23988e+00 2.76021e+00 1.27710e+01
2.73300e+01 1.27474e+00 2.61942e+00 1.27692e+01
2.73450e+01 1.27012e+00 2.46969e+00 1.27674e+01
2.73600e+01 1.22450e+00 2.31125e+00 1.27656e+01
2.73750e+01 1.24742e+00 2.14492e+00 1.27638e+01
2.73900e+01 1.25613e+00 1.97129e+00 1.27620e+01
2.74050e+01 1.24462e+00 1.79151e+00 1.27602e+01
2.74200e+01 1.24880e+00 1.60584e+00 1.27584e+01
2.74350e+01 1.26857e+00 1.41468e+00 1.27566e+01
2.74500e+01 1.26711e+00 1.21940e+00 1.27548e+01
2.74650e+01 1.29100e+00 1.01958e+00 1.27530e+01
2.74800e+01 1.24330e+00 8.17197e-01 1.27512e+01
2.74950e+01 1.24385e+00 6.12594e-01 1.27494e+01
2.75100e+01 1.25694e+00 4.06524e-01 1.27476e+01
2.75250e+01 1.26961e+00 1.99137e-01 1.27458e+01
2.75400e+01 1.25194e+00 -8.24981e-03 1.27439e+01
2.75550e+01 1.24578e+00 -2.14768e-01 1.27421e+01
2.75700e+01 1.25221e+00 -4.20648e-01 1.27403e+01
2.75850e+01 1.26410e+00 -6.24139e-01 1.27385e+01
2.76000e+01 1.27254e+00 -8.24396e-01 1.27367e+01
2.76150e+01 1.25273e+00 -1.02217e+00 1.27349e+01
2.76300e+01 1.23426e+00 -1.21665e+00 1.27331e+01
2.76450e+01 1.22514e+00 -1.40610e+00 1.27313e+01
2.76600e+01 1.25759e+00 -1.58997e+00 1.27295e+01
2.76750e+01 1.24353e+00 -1.76750e+00 1.27277e+01
2.76900e+01 1.26791e+00 -1.93927e+00 1.27259e+01
2.77050e+01 1.25374e+00 -2.10451e+00 1.27241e+01
2.77200e+01 1.30705e+00 -2.26279e+00 1.27223e+01
2.77350e+01 1.26470e+00 -2.41367e+00 1.27205e+01
2.77500e+01 1.26316e+00 -2.55614e+00 1.27187e+01
2.77650e+01 1.24132e+00 -2.69039e+00 1.27169e+01
2.77800e+01 1.24583e+00 -2.81572e+00 1.27151e+01
2.77950e+01 1.24704e+00 -2.93153e+00 1.27133e+01
2.78100e+01 1.25169e+00 -3.03808e+00 1.27115e+01
2.78250e+01 1.25824e+00 -3.13547e+00 1.27097e+01
2.78400e+01 1.28413e+00 -3.22266e+00 1.27079e+01
2.78550e+01 1.25813e+00 -3.29947e+00 1.27061e+01
2.78700e+01 1.27765e+00 -3.36590e+00 1.27043e+01
2.78850e+01 1.28048e+00 -3.42151e+00 1.27025e+01
2.79000e+01 1.25807e+00 -3.46672e+00 1.27007e+01
2.79150e+01 1.24451e+00 -3.50152e+00 1.26989e+01
2.79300e+01 1.23758e+00 -3.52490e+00 1.26971e+01
2.79450e+01 1.26109e+00 -3.53778e+00 1.26953e+01
2.79600e+01 1.26319e+00 -3.54002e+00 1.26935e+01
2.79750e+01 1.24874e+00 -3.53110e+00 1.26917e+01
2.79900e+01 1.27007e+00 -3.51320e+00 1.26899e+01
2.80050e+01 1.24751e+00 -3.48519e+00 1.26881e+01
2.80200e+01 1.24696e+00 -3.44759e+00 1.26863e+01
2.80350e+01 1.25158e+00 -3.40026e+00 1.26845e+01
2.80500e+01 1.26089e+00 -3.34311e+00 1.26826e+01
2.80650e+01 1.24090e+00 -3.27606e+00 1.26808e+01
2.80800e+01 1.23497e+00 -3.19921e+00 1.26790e+01
2.80950e+01 1.24479e+00 -3.11219e+00 1.26772e+01
2.81100e+01 1.23604e+00 -3.01537e+00 1.26754e+01
2.81250e+01 1.24077e+00 -2.90902e+00 1.26736e+01
2.81400e+01 1.24980e+00 -2.79336e+00 1.26718e+01
2.81550e+01 1.23486e+00 -2.66737e+00 1.26700e+01
2.81700e+01 1.24425e+00 -2.53335e+00 1.26682e+01
2.81850e+01 1.24975e+00 -2.39065e+00 1.26664e+01
2.82000e+01 1.25280e+00 -2.23990e+00 1.26646e+01
2.82150e+01 1.20517e+00 -2.08162e+00 1.26628e+01
2.82300e+01 1.22259e+00 -1.91582e+00 1.26610e+01
2.82450e+01 1.22627e+00 -1.74438e+00 1.26592e+01
2.82600e+01 1.24702e+00 -1.56554e+00 1.26574e+01
2.82750e+01 1.24867e+00 -1.38122e+00 1.26556e+01
2.82900e+01 1.24886e+00 -1.19158e+00 1.26538e+01
2.83050e+01 1.24770e+00 -9.97500e-01 1.26520e+01
2.83200e+01 1.24439e+00 -8.00872e-01 1.26502e+01
2.83350e+01 1.27306e+00 -6.00556e-01 1.26484e+01
2.83500e+01 1.26880e+00 -3.97424e-01 1.26466e+01
2.83650e+01 1.23814e+00 -1.91912e-01 1.26448e+01
2.83800e+01 1.22478e+00 1.45911e-02 1.26430e+01
2.83950e+01 1.23005e+00 2.20688e-01 1.26413e+01
2.84100e+01 1.22452e+00 4.26717e-01 1.26395e+01
2.84250e+01 1.23703e+00 6.31443e-01 1.26377e+01
2.84400e+01 1.23960e+00 8.34768e-01 1.26359e+01
2.84550e+01 1.23158e+00 1.03517e+00 1.26341e+01
2.84700e+01 1.25535e+00 1.23370e+00 1.26323e+01
2.84850e+01 1.26152e+00 1.42781e+00 1.26305e+01
2.85000e+01 1.22151e+00 1.61763e+00 1.26287e+01
2.85150e+01 1.20790e+00 1.80301e+00 1.26270e+01
2.85300e+01 1.21921e+00 1.98162e+00 1.26252e+01
2.85450e+01 1.24047e+00 2.15405e+00 1.26234e+01
2.85600e+01 1.25129e+00 2.32019e+00 1.26216e+01
2.85750e+01 1.25300e+00 2.47759e+00 1.26198e+01
2.85900e+01 1.24179e+00 2.62775e+00 1.26181e+01
2.86050e+01 1.23020e+00 2.76928e+00 1.26163e+01
2.86200e+01 1.23930e+00 2.90181e+00 1.26145e+01
2.86350e+01 1.22332e+00 3.02399e+00 1.26128e+01
2.86500e+01 1.23647e+00 3.13627e+00 1.26110e+01
2.86650e+01 1.24108e+00 3.23839e+00 1.26092e+01
2.86800e+01 1.23925e+00 3.32933e+00 1.26074e+01
2.86950e+01 1.25495e+00 3.40895e+00 1.26057e+01
2.87100e+01 1.22231e+00 3.47766e+00 1.26039e+01
2.87250e+01 1.23251e+00 3.53428e+00 1.26022e+01
2.87400e+01 1.23873e+00 3.57937e+00 1.26004e+01
2.87550e+01 1.24087e+00 3.61248e+00 1.25986e+01
2.87700e+01 1.24835e+00 3.63300e+00 1.25969e+01
2.87850e+01 1.25202e+00 3.64154e+00 1.25951e+01
2.88000e+01 1.23191e+00 3.63876e+00 1.25934e+01
2.88150e+01 1.19108e+00 3.62437e+00 1.25916e+01
2.88300e+01 1.23205e+00 3.59914e+00 1.25899e+01
2.88450e+01 1.24209e+00 3.56351e+00 1.25882e+01
2.88600e+01 1.22972e+00 3.51711e+00 1.25864e+01
2.88750e+01 1.20329e+00 3.46001e+00 1.25847e+01
2.88900e+01 1.23610e+00 3.39145e+00 1.25829e+01
2.89050e+01 1.24226e+00 3.31294e+00 1.25812e+01
2.89200e+01 1.23539e+00 3.22286e+00 1.25795e+01
2.89350e+01 1.20948e+00 3.12205e+00 1.25777e+01
2.89500e+01 1.21444e+00 3.01094e+00 1.25760e+01
2.89650e+01 1.23364e+00 2.88923e+00 1.25743e+01
2.89800e+01 1.22550e+00 2.75805e+00 1.25726e+01
2.89950e+01 1.24408e+00 2.61677e+00 1.25708e+01
2.90100e+01 1.21090e+00 2.46684e+00 1.25691e+01
2.90250e+01 1.21710e+00 2.30827e+00 1.25674e+01
2.90400e+01 1.23853e+00 2.14193e+00 1.25657e+01
2.90550e+01 1.21224e+00 1.96847e+00 1.25640e+01
2.90700e+01 1.22244e+00 1.78827e+00 1.25623e+01
2.90850e+01 1.22130e+00 1.60262e+00 1.25606e+01
2.91000e+01 1.22540e+00 1.41145e+00 1.25589e+01
2.91150e+01 1.23438e+00 1.21594e+00 1.25572e+01
2.91300e+01 1.21766e+00 1.01570e+00 1.25555e+01
2.91450e+01 1.21875e+00 8.13339e-01 1.25538e+01
2.91600e+01 1.22313e+00 6.08475e-01 1.25521e+01
2.91750e+01 1.23873e+00 4.02886e-01 1.25504e+01
2.91900e+01 1.22642e+00 1.95258e-01 1.25487e+01
2.92050e+01 1.21094e+00 -1.20933e-02 1.25470e+01
2.92200e+01 1.21558e+00 -2.19133e-01 1.25454e+01
2.92350e+01 1.23967e+00 -4.24970e-01 1.25437e+01
2.92500e+01 1.18446e+00 -6.27888e-01 1.25420e+01
2.92650e+01 1.25081e+00 -8.28120e-01 1.25404e+01
2.92800e+01 1.23197e+00 -1.02554e+00 1.25387e+01
2.92950e+01 1.23914e+00 -1.21957e+00 1.25370e+01
2.93100e+01 1.20328e+00 -1.40958e+00 1.25354e+01
2.93250e+01 1.23756e+00 -1.59284e+00 1.25337e+01
2.93400e+01 1.24009e+00 -1.77119e+00 1.25321e+01
2.93550e+01 1.20425e+00 -1.94273e+00 1.25304e+01
2.93700e+01 1.23668e+00 -2.10793e+00 1.25288e+01
2.93850e+01 1.22441e+00 -2.26616e+00 1.25271e+01
2.94000e+01 1.23695e+00 -2.41671e+00 1.25255e+01
2.94150e+01 1.21781e+00 -2.55869e+00 1.25239e+01
2.94300e+01 1.22546e+00 -2.69261e+00 1.25222e+01
2.94450e+01 1.22551e+00 -2.81803e+00 1.25206e+01
2.94600e+01 1.21015e+00 -2.93327e+00 1.25190e+01
2.94750e+01 1.22584e+00 -3.04020e+00 1.25174e+01
2.94900e+01 1.22048e+00 -3.13746e+00 1.25157e+01
2.95050e+01 1.20128e+00 -3.22420e+00 1.25141e+01
2.95200e+01 1.21110e+00 -3.30087e+00 1.25125e+01
2.95350e+01 1.22651e+00 -3.36671e+00 1.25109e+01
2.95500e+01 1.21923e+00 -3.42247e+00 1.25093e+01
2.95650e+01 1.24453e+00 -3.46744e+00 1.25077e+01
2.95800e+01 1.22854e+00 -3.50174e+00 1.25061e+01
2.95950e+01 1.21979e+00 -3.52514e+00 1.25046e+01
2.96100e+01 1.20944e+00 -3.53801e+00 1.25030e+01
2.96250e+01 1.23735e+00 -3.53970e+00 1.25014e+01
2.96400e+01 1.19775e+00 -3.53112e+00 1.24998e+01
2.96550e+01 1.19208e+00 -3.51266e+00 1.24982e+01
2.96700e+01 1.22553e+00 -3.48433e+00 1.24967e+01
2.96850e+01 1.22798e+00 -3.44686e+00 1.24951e+01
2.97000e+01 1.21619e+00 -3.39927e+00 1.24936e+01
2.97150e+01 1.21981e+00 -3.34162e+00 1.24920e+01
2.97300e+01 1.23816e+00 -3.27460e+00 1.24904e+01
2.97450e+01 1.20125e+00 -3.19724e+00 1.24889e+01
2.97600e+01 1.22624e+00 -3.11019e+00 1.24874e+01
2.97750e+01 1.22423e+00 -3.01376e+00 1.24858e+01
2.97900e+01 1.20375e+00 -2.90693e+00 1.24843e+01
2.98050e+01 1.19330e+00 -2.79072e+00 1.24827e+01
2.98200e+01 1.21364e+00 -2.66532e+00 1.24812e+01
2.98350e+01 1.22931e+00 -2.53019e+00 1.24797e+01
2.98500e+01 1.22260e+00 -2.38787e+00 1.24782e+01
2.98650e+01 1.20166e+00 -2.23724e+00 1.24766e+01
2.98800e+01 1.23388e+00 -2.07867e+00 1.24751e+01
2.98950e+01 1.20489e+00 -1.91269e+00 1.24736e+01
2.99100e+01 1.21973e+00 -1.74044e+00 1.24721e+01
2.99250e+01 1.24609e+00 -1.56207e+00 1.24706e+01
2.99400e+01 1.19029e+00 -1.37781e+00 1.24691e+01
2.99550e+01 1.20193e+00 -1.18835e+00 1.24676e+01
2.99700e+01 1.19885e+00 -9.94325e-01 1.24661e+01
2.99850e+01 1.21583e+00 -7.96622e-01 1.24646e+01
3.00000e+01 1.20910e+00 -5.96252e-01 1.24631e+01
